UNIQUE INTERNAL CODE,UPC (UNIVERSAL PRODUCT CODE),PRODUCT NAME,PRODUCT DESCRIPTION,PRODUCT PRICE,PRODUCT URL,IMAGE URL,CATEGORY,MANUFACTURER,STOCK STATUS,CONDITION (IF NOT NEW),MPN (MANUFACTURER PART NUMBER),PAYMENT TYPE,KEYWORDS,MSRP,SALE PRICE,GENDER,DEPARTMENT,SHIPPING COST,SIZE,SHIPPING WEIGHT,COLOR,PROMOTIONAL MESSAGE,ZIP CODE,CURRENCY,Item Group ID,Google Age Group,custom label 0
835599,61492106830,Gordini Girl's Youth Aquablock Glove - Lilac / Light Grey,Keep your little one`s fingers protected this winter season with the Aquablock Glove from Gordini . This winter glove features ultra warm Megaloft insulation package as well as waterproof/windproof Aquabloc inserts.,19.99,https://www.bobwards.com/gordini-girls-youth-aquablock-glove-3498?color=LILAC%20%2F%20LIGHT%20GREY&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/gordini_2g824_lil_13.jpg,"KIDS CLOTHING>HATS, GLOVES, AND ACCESSORIES>SKI AND SNOWBOARD GLOVES",Gordini,Y,New,2G824,"Visa, MasterCard, AmericanExpress, Discover","Gordini, Girl`s, Youth, Aquablock, Glove,2g824, black, blue, winter, ski,",27,19.99,u,KIDS CLOTHING,,S,1,Lilac / Light Grey,Same Day Shipping,59801,USD,3498,Kids,0-49
195539,48323155106,Wigwam 40 Below Thermal Boot Sock - Olive,This fully cushioned Wilgwam thermal boot sock combines wool nylon and spandex to produce a high performing sock that`s perfect over a liner sock or alone.,7.2,https://www.bobwards.com/wigwam-40-below-thermal-boot-sock-3525?color=OLIVE&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/wigwam_F2230Y_10.jpg,FOOTWEAR>SOCKS>HIKING,Wigwam,Y,New,F2230,"Visa, MasterCard, AmericanExpress, Discover",,12,7.2,m,FOOTWEAR,,L,0.5,Olive,Same Day Shipping,59801,USD,3525,Adult,0-49
18724,884791431775,Columbia Canyon Creek Rain Jacket - Black,With Hydroplus waterproofing and sealed seams this ultra lightweight rain jacket stows away unnoticed until the weather changes providing full protection with the attached storm hood.,37.5,https://www.bobwards.com/columbia-canyon-creek-rain-jacket-4004?color=BLACK&size=2XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_RM2123_010_11.jpg,MENS CLOTHING>JACKETS AND VESTS>SHELL JACKETS,Columbia,Y,New,RM2123,"Visa, MasterCard, AmericanExpress, Discover",,75,37.5,m,MENS CLOTHING,,2XL,2.5,Black,Same Day Shipping,59801,USD,4004,Adult,0-49
19790,881988363734,Columbia Mens Bahama Ii Short Sleeve Shirt - White,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=WHITE&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_100_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,L,0.5,White,Same Day Shipping,59801,USD,4101,Adult,0-49
121841,824648352235,Columbia Mens Bahama Ii Short Sleeve Shirt - Sail,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=SAIL&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_sail_09.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,XL,0.5,Sail,Same Day Shipping,59801,USD,4101,Adult,0-49
890306,886535617155,Columbia Mens Bahama Ii Short Sleeve Shirt - Vivid Blue,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=VIVID%20BLUE&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_fm7047_487_15.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,S,0.5,Vivid Blue,Same Day Shipping,59801,USD,4101,Adult,0-49
195540,48323155113,Wigwam 40 Below Thermal Boot Sock - Olive,This fully cushioned Wilgwam thermal boot sock combines wool nylon and spandex to produce a high performing sock that`s perfect over a liner sock or alone.,7.2,https://www.bobwards.com/wigwam-40-below-thermal-boot-sock-3525?color=OLIVE&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/wigwam_F2230Y_10.jpg,FOOTWEAR>SOCKS>HIKING,Wigwam,Y,New,F2230,"Visa, MasterCard, AmericanExpress, Discover",,12,7.2,m,FOOTWEAR,,XL,0.5,Olive,Same Day Shipping,59801,USD,3525,Adult,0-49
15588,87171162102,Kershaw Scallion Folding Blade Knife ( Serrated ),Kershaw`s Ken Onion`s Scallion offers high performance styling and all the convenience of the SpeedSafe ambidextrous assisted opening system. It`s ideal for everyday carrying. The blade is built of high-carbon 420HC stainless steel for good edge retention and excellent corrosion resistance.,54.99,https://www.bobwards.com/kershaw-scallion-folding-blade-knife-serrated-3382,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/56676-DEFAULT-l.jpg,HUNTING>CUTTING TOOLS>FOLDING BLADE KNIFE,Kershaw,Y,New,1620ST,"Visa, MasterCard, AmericanExpress, Discover","kershaw, scallion, folding, blade, knife, serrated, 1620ST",69.99,54.99,u,HUNTING,0,,0.5,,Free Shipping,59801,USD,3382,Adult,50-99
20224,44659247331,Hot Fingers Ragg Wool Glomitt - Grey,The Hot Fingers Glomitt is the perfect glove for hunting or any activity where you need quick access to your fingers. This ragg wool glove features a mitt flap that pulls back in seconds to expose a fingerless glove when you need to use your digits.,14.99,https://www.bobwards.com/hot-fingers-ragg-wool-glomitt-4181?color=GREY&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/44104-DEFAULT-l.jpg,"MENS CLOTHING>HATS, GLOVES, AND ACCESSORIES>FLEECE AND SOFT SHELL GLOVES",Hot Fingers,Y,New,1005OAT,"Visa, MasterCard, AmericanExpress, Discover","hot, fingers, gloves, ragg, wool, glomitt, 1005",21,14.99,m,MENS CLOTHING,,L,1,Grey,Same Day Shipping,59801,USD,4181,Adult,0-49
25270,90852920052,Frog Hair Fluorocarbon Tippet Material,Frog Hair FC is the latest advancement in fluorocarbon. Unlike other fluorocarbons which behave `wiry` and stiff Frog Hair FC is processed with GAMMA`s exclusive technology resulting in the most supple and elastic fluorocarbon on the market. Now add in the superior refractive qualities of fluorocarbon and imagine the results!,13.95,https://www.bobwards.com/frog-hair-fluorocarbon-tippet-material-4954?size=2X,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/42896-DEFAULT-l.jpg,FISHING>FLY FISHING>ACCESSORIES,Frog Hair,Y,New,FFCT1,"Visa, MasterCard, AmericanExpress, Discover","Frog Hair Fluorocarbon Tippet Material,FFCT1,2x,3x,4x,5x,6x,7x",13.95,13.95,u,FISHING,,2X,1,,Same Day Shipping,59801,USD,4954,Adult,0-49
1804,605284084861,Smartwool Kid's Hike Medium Crew Sock - Sage / Black,Taking two steps for every grown up`s one step kids try hard enough when it comes to exploring the great outdoors. A smaller version of Smartwool`s timeless classic the Hiking Medium Crew the Kid`s Hike does not fall short on the big-time comfort of our adult version. With soft luxurious SmartWool next to their skin and four color choices your kids` feet will be ready to go even if they`re not.,10.99,https://www.bobwards.com/smartwool-kids-hike-medium-crew-sock-394?color=SAGE%20%2F%20BLACK&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smrtwool_10190_sageblk_10.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW190,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hike, medium, crew, sock, SW190",11.95,10.99,u,FOOTWEAR,,L,1,Sage / Black,Same Day Shipping,59801,USD,394,Kids,0-49
713074,605284452059,Smartwool Kid's Hike Medium Crew Sock - Peony,Taking two steps for every grown up`s one step kids try hard enough when it comes to exploring the great outdoors. A smaller version of Smartwool`s timeless classic the Hiking Medium Crew the Kid`s Hike does not fall short on the big-time comfort of our adult version. With soft luxurious SmartWool next to their skin and four color choices your kids` feet will be ready to go even if they`re not.,10.99,https://www.bobwards.com/smartwool-kids-hike-medium-crew-sock-394?color=PEONY&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw190_599_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW190,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hike, medium, crew, sock, SW190",11.95,10.99,u,FOOTWEAR,,M,1,Peony,Same Day Shipping,59801,USD,394,Kids,0-49
835601,61492106854,Gordini Girl's Youth Aquablock Glove - Lilac / Light Grey,Keep your little one`s fingers protected this winter season with the Aquablock Glove from Gordini . This winter glove features ultra warm Megaloft insulation package as well as waterproof/windproof Aquabloc inserts.,19.99,https://www.bobwards.com/gordini-girls-youth-aquablock-glove-3498?color=LILAC%20%2F%20LIGHT%20GREY&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/gordini_2g824_lil_13.jpg,"KIDS CLOTHING>HATS, GLOVES, AND ACCESSORIES>SKI AND SNOWBOARD GLOVES",Gordini,Y,New,2G824,"Visa, MasterCard, AmericanExpress, Discover","Gordini, Girl`s, Youth, Aquablock, Glove,2g824, black, blue, winter, ski,",27,19.99,u,KIDS CLOTHING,,L,1,Lilac / Light Grey,Same Day Shipping,59801,USD,3498,Kids,0-49
81093,881862856796,The North Face Women's Warp Jacket ( Discontinued ) - Dawn Pink,The Ladies Warp Jacket is a popular cool-to-cold weather choice with a performance fit for both weekend and weekday forays. It`s made with TKA Superstretch Micro Fleece which is a lightweight thermally efficient fleece that has tons of stretch to give you a more natural range of motion during whatever activity you choose.,49.48,https://www.bobwards.com/the-north-face-womens-warp-jacket-discontinued-3747?color=DAWN%20PINK&size=XS,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/tnf_AF3N_dawn_F07.jpg,WOMENS CLOTHING>JACKETS AND VESTS>FLEECE JACKETS,The North Face,Y,New,AF3N,"Visa, MasterCard, AmericanExpress, Discover","the, north, face, womens, warp, jacket, tka, super, stretch, fleece, performance, layer",98.95,49.48,f,WOMENS CLOTHING,0,XS,1.5,Dawn Pink,Free Shipping,59801,USD,3747,Adult,0-49
126356,605284132579,Smartwool Women's Hiking Medium Crew Socks - Taupe,This all-purpose three-season outdoor Smartwool sock was designed for rugged day hikes or moderate backpacking. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,11.37,https://www.bobwards.com/smartwool-womens-hiking-medium-crew-socks-2547?color=TAUPE&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW294_taupe_11.jpg,FOOTWEAR>SOCKS>CASUAL,Smartwool,Y,New,SW294,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Medium, Crew, Socks,SW294,10-294",18.95,11.37,f,FOOTWEAR,,S,0.5,Taupe,Same Day Shipping,59801,USD,2547,Adult,0-49
814035,605284564332,Smartwool Women's Cable Sock - Taupe Heather,Smartwool`s Cable Sock is your basic sock for any day. The Cable offers lightweight micro cushioning that works with every look.,10.17,https://www.bobwards.com/smartwool-womens-cable-sock-2548?color=TAUPE%20HEATHER&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/sw_sw711_929_12.jpg,FOOTWEAR>SOCKS>CASUAL,Smartwool,Y,New,SW711,"Visa, MasterCard, AmericanExpress, Discover","Smartwool, Women`s, Cable, Sock, sw711(10711), black, purpe, footwear,",16.95,10.17,f,FOOTWEAR,,S,0.5,Taupe Heather,Same Day Shipping,59801,USD,2548,Adult,0-49
19758,8949679783,Columbia Mens Bonehead Long Sleeve Shirt - White,Style utility and comfort: all the things an angler needs during a fishing excursion. Columbia`s Bonehead Long Sleeve is the ideal fisherman`s shirt with a host of technical features to keep your gear organized and ready at a moment`s notice.,44,https://www.bobwards.com/columbia-mens-bonehead-long-sleeve-shirt-4096?color=WHITE&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/F11_FM7120_100_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011671,"Visa, MasterCard, AmericanExpress, Discover","columbia, mens, bonehead, long, sleeve, shirt, fishing, performance, gear",44,44,m,MENS CLOTHING,,L,0.5,White,Same Day Shipping,59801,USD,4096,Adult,0-49
19761,8949679790,Columbia Mens Bonehead Long Sleeve Shirt - White,Style utility and comfort: all the things an angler needs during a fishing excursion. Columbia`s Bonehead Long Sleeve is the ideal fisherman`s shirt with a host of technical features to keep your gear organized and ready at a moment`s notice.,44,https://www.bobwards.com/columbia-mens-bonehead-long-sleeve-shirt-4096?color=WHITE&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/F11_FM7120_100_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011671,"Visa, MasterCard, AmericanExpress, Discover","columbia, mens, bonehead, long, sleeve, shirt, fishing, performance, gear",44,44,m,MENS CLOTHING,,XL,0.5,White,Same Day Shipping,59801,USD,4096,Adult,0-49
136966,758895140003,Gripmaster Hand Exerciser - Extra Light Tension Yellow,The GRIPMASTER is their signature model. It`s ideal for any athlete wanting to develop hand strength. Available in four different color-coded models of graduated resistance GRIPMASTER offers both men and women an opportunity to dramatically increase hand wrist and forearm strength.,13.99,https://www.bobwards.com/gripmaster-hand-exerciser-4978?color=EXTRA%20LIGHT%20TENSION%20YELLOW,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/gripmaster_yellow1.jpg,SPORTS GEAR>DISC GOLF>ACCESSORIES,Gripmaster,Y,New,GRIPMASTER,"Visa, MasterCard, AmericanExpress, Discover","grip, master, hand, exerciser, GRIPMASTER",14.95,13.99,u,SPORTS GEAR,,,1,Extra Light Tension Yellow,Same Day Shipping,59801,USD,4978,Adult,0-49
242756,786559048761,Mountain Hardwear Women's Long Sleeve Canyon Shirt - Rock Rose,A technical hiking shirt from Mountain Hardwear the Canyon resists wrinkles and dries quickly making it perfect for travel. UPF 30+ sun protection and a flip up collar makes it easy to spend long days out in warm sunny weather.,42,https://www.bobwards.com/mountain-hardwear-womens-long-sleeve-canyon-shirt-5481?color=ROCK%20ROSE&size=6,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/mh_OL1020_rockrose_091.jpg,WOMENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Mountain Hardwear,Y,New,OL1020,"Visa, MasterCard, AmericanExpress, Discover","mountain, hardwear, women's, long, sleeve, canyon, shirt, performance, summer, hiking, camping, travel",70,42,f,WOMENS CLOTHING,,6,0.5,Rock Rose,Same Day Shipping,59801,USD,5481,Adult,0-49
121824,692832369600,Columbia Mens Bonehead Long Sleeve Shirt - Whitecap,Style utility and comfort: all the things an angler needs during a fishing excursion. Columbia`s Bonehead Long Sleeve is the ideal fisherman`s shirt with a host of technical features to keep your gear organized and ready at a moment`s notice.,44,https://www.bobwards.com/columbia-mens-bonehead-long-sleeve-shirt-4096?color=WHITECAP&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/F11_FM7120_450_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011671,"Visa, MasterCard, AmericanExpress, Discover","columbia, mens, bonehead, long, sleeve, shirt, fishing, performance, gear",44,44,m,MENS CLOTHING,,XL,0.5,Whitecap,Same Day Shipping,59801,USD,4096,Adult,0-49
19785,824646076201,Columbia Mens Bahama Ii Short Sleeve Shirt - Sage,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=SAGE&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_365_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,S,0.5,Sage,Same Day Shipping,59801,USD,4101,Adult,0-49
121823,692832369594,Columbia Mens Bonehead Long Sleeve Shirt - Whitecap,Style utility and comfort: all the things an angler needs during a fishing excursion. Columbia`s Bonehead Long Sleeve is the ideal fisherman`s shirt with a host of technical features to keep your gear organized and ready at a moment`s notice.,44,https://www.bobwards.com/columbia-mens-bonehead-long-sleeve-shirt-4096?color=WHITECAP&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/F11_FM7120_450_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011671,"Visa, MasterCard, AmericanExpress, Discover","columbia, mens, bonehead, long, sleeve, shirt, fishing, performance, gear",44,44,m,MENS CLOTHING,,L,0.5,Whitecap,Same Day Shipping,59801,USD,4096,Adult,0-49
231727,824646131757,Columbia Mens Bahama Ii Short Sleeve Shirt - Fossil,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=FOSSIL&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_160_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,M,0.5,Fossil,Same Day Shipping,59801,USD,4101,Adult,0-49
890307,886535617162,Columbia Mens Bahama Ii Short Sleeve Shirt - Vivid Blue,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=VIVID%20BLUE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_fm7047_487_15.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,M,0.5,Vivid Blue,Same Day Shipping,59801,USD,4101,Adult,0-49
11145,881988012069,Columbia Men's Dobson Lake Ii Long Sleeve Shirt - Twig,Not too fitted not too loose. The authentic fit of the Columbia Men`s Dobson Lake II Long Sleeve Shirt is designed for people who go out and stay out.,32.5,https://www.bobwards.com/columbia-mens-dobson-lake-ii-long-sleeve-shirt-2722?color=TWIG&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_am7539_240_16.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>LONG SLEEVE CASUAL SHIRTS,Columbia,Y,New,AM7539,"Visa, MasterCard, AmericanExpress, Discover","Columbia, Men`s, Dobson, Lake, II, Long, Sleeve, Shirt, am7539",65,32.5,m,MENS CLOTHING,,M,2,Twig,Same Day Shipping,59801,USD,2722,Adult,0-49
12225,698611820539,Under Armour Mens Release Slide Sandals - Black / Silver,Classic athletic slide built from quick-dry materials with ventilation in the upper and outsole. Flow-molded footbed with built-in drainage ports let water efficiently escape while enhancing ventilation.,17.97,https://www.bobwards.com/under-armour-mens-release-slide-sandals-2830?color=BLACK%2FSILVER&size=7,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/ua_1098004_004_11.jpg,FOOTWEAR>MENS FOOTWEAR>SANDALS,Under Armour,Y,New,1098004,"Visa, MasterCard, AmericanExpress, Discover",,29.95,17.97,m,FOOTWEAR,,7,2.5,Black / Silver,Same Day Shipping,59801,USD,2830,Adult,0-49
15385,738575023093,Merrell Women's Jungle Moc ( Classic Taupe ) - Tan,Relax in comfort after a long hike with the classic Merrells women`s Jungle Moc slip-on shoes. Your feet support you all day on the trail walking the dog and on the town. Isn`t it time you did something to support them? Featuring an easy slip-on design and built with comfort in mind the Merrell Jungle Moc for women is the perfect gift for your feet.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-classic-taupe-3361?color=TAN&size=8%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/67881-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60802,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc,J60802",79.95,79.95,f,FOOTWEAR,0,8.5,2,Tan,Free Shipping,59801,USD,3361,Adult,50-99
749220,885491279230,Columbia Mens Bahama Ii Short Sleeve Shirt ( Extended Sizes ) - Leap Frog,Columbia`s Bahama II short-sleeve shirts are made with fabrics and features that are specifically designed to keep anglers comfortable and protected as well as lookin` good.,44.99,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-extended-sizes-4558?color=LEAP%20FROG&size=2XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_935_15.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011652,"Visa, MasterCard, AmericanExpress, Discover",,50,44.99,m,MENS CLOTHING,,2XL,1,Leap Frog,Same Day Shipping,59801,USD,4558,Adult,0-49
30639,648335774649,The North Face Women's Tka 200 Full Zip Hoodie - Black Rose Red,EXPLORATION COLLECTION Tekware Exploration clothing consists of high performance synthetic fabrics that wick moisture away from the skin dry quickly and resist wrinkling tearing and unraveling?a must for the adventure traveler. These garments are as appropriate for the jungles of the Amazon the sands of the Gobi or the mountain valleys of Nepal as they are for everyday use around town.,38.98,https://www.bobwards.com/the-north-face-womens-tka-200-full-zip-hoodie-5838?color=BLACK%20ROSE%20RED&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/tnf_AC18_blackrose-red.jpg,WOMENS CLOTHING>SHIRTS AND SWEATERS>SWEATERS AND SWEATSHIRTS,The North Face,Y,New,AC18,"Visa, MasterCard, AmericanExpress, Discover","the, north, face, women's, tka, 200, full, zip, hoodie, performance, layer, casual, outer",77.95,38.98,f,WOMENS CLOTHING,,L,2,Black Rose Red,Same Day Shipping,59801,USD,5838,Adult,0-49
15388,738575023123,Merrell Women's Jungle Moc ( Classic Taupe ) - Tan,Relax in comfort after a long hike with the classic Merrells women`s Jungle Moc slip-on shoes. Your feet support you all day on the trail walking the dog and on the town. Isn`t it time you did something to support them? Featuring an easy slip-on design and built with comfort in mind the Merrell Jungle Moc for women is the perfect gift for your feet.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-classic-taupe-3361?color=TAN&size=10,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/67881-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60802,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc,J60802",79.95,79.95,f,FOOTWEAR,0,10,2,Tan,Free Shipping,59801,USD,3361,Adult,50-99
195538,48323155090,Wigwam 40 Below Thermal Boot Sock - Olive,This fully cushioned Wilgwam thermal boot sock combines wool nylon and spandex to produce a high performing sock that`s perfect over a liner sock or alone.,7.2,https://www.bobwards.com/wigwam-40-below-thermal-boot-sock-3525?color=OLIVE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/wigwam_F2230Y_10.jpg,FOOTWEAR>SOCKS>HIKING,Wigwam,Y,New,F2230,"Visa, MasterCard, AmericanExpress, Discover",,12,7.2,m,FOOTWEAR,,M,0.5,Olive,Same Day Shipping,59801,USD,3525,Adult,0-49
19787,881988363727,Columbia Mens Bahama Ii Short Sleeve Shirt - White,Durable lightweight and quick drying Columbia `s Bahama II is a fisherman`s perfect shirt for sunny warm weather. Omni Dry Backcountry Cloth II along with a host of technical features make this a highly functional fishing shirt as well as a comfortable item for everyday wear in warmer climates.,40,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-4101?color=WHITE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_100_f.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011651A,"Visa, MasterCard, AmericanExpress, Discover","columbia, men's, bahama, II, short, sleeve, shirt, FM7047",40,40,m,MENS CLOTHING,,M,0.5,White,Same Day Shipping,59801,USD,4101,Adult,0-49
749222,885491279261,Columbia Mens Bahama Ii Short Sleeve Shirt ( Extended Sizes ) - Leap Frog,Columbia`s Bahama II short-sleeve shirts are made with fabrics and features that are specifically designed to keep anglers comfortable and protected as well as lookin` good.,44.99,https://www.bobwards.com/columbia-mens-bahama-ii-short-sleeve-shirt-extended-sizes-4558?color=LEAP%20FROG&size=5XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_FM7047_935_15.jpg,MENS CLOTHING>SHIRTS AND SWEATERS>SHORT SLEEVE CASUAL SHIRTS,Columbia,Y,New,1011652,"Visa, MasterCard, AmericanExpress, Discover",,50,44.99,m,MENS CLOTHING,,5XL,1,Leap Frog,Same Day Shipping,59801,USD,4558,Adult,0-49
